equipment_id,equipment_type,temperature,pressure,corrosion_index,usage_hours,last_maintenance_days,vibration_level,gas_leak_detected,critical_failure_risk
5540,Exhaust Fan,37.13098933169538,104,10,4699,83,31,0,0
5541,Valve,48.42829262117763,62,50,6631,43,11,0,0
5542,Pressure Regulator,55.05395324866057,107,41,5761,252,32,0,0
5543,Pressure Regulator,59.78909069698943,162,61,1474,39,96,0,1
5544,Valve,79.03691945218816,149,34,5544,315,95,0,0
5545,Pressure Regulator,70.95866804163225,152,63,6211,153,71,0,0
5546,Valve,93.29587832438234,192,94,4736,335,39,1,1
5547,Gas Sensor,44.98069008585,123,17,5615,243,36,0,0
5548,Exhaust Fan,77.45951735222856,112,13,1906,84,84,0,0
5549,Gas Sensor,73.130341160187,60,48,2226,337,46,1,1
5550,Chemical Chamber,58.251567672011426,51,68,6726,55,79,0,0
5551,Chemical Chamber,45.585509425183844,125,16,6552,321,25,1,1
5552,Chemical Chamber,50.76781244391738,21,20,518,93,29,1,1
5553,Valve,50.04665694348882,29,13,6478,108,83,0,0
5554,Pressure Regulator,85.66001612281167,190,2,1559,339,55,0,1
5555,Gas Sensor,72.4237568749362,138,30,4632,350,83,1,1
5556,Gas Sensor,72.98484423548292,190,88,6129,220,34,0,1
5557,Gas Sensor,61.31510473950959,120,46,6389,37,68,0,0
5558,Gas Sensor,56.568059722231176,129,43,2313,234,95,0,0
5559,Chemical Chamber,65.06003698282919,86,16,697,122,41,0,0
5560,Gas Sensor,61.53698039389583,42,89,1289,75,26,0,1
5561,Pressure Regulator,58.55955455103501,117,80,7834,208,99,0,1
5562,Chemical Chamber,65.50033313482463,116,55,5614,338,89,1,1
5563,Gas Sensor,44.01174988256371,25,82,4006,310,19,0,1
5564,Valve,64.00514288520627,32,26,5472,73,26,1,1
5565,Exhaust Fan,58.338000716698325,40,70,7832,91,11,1,1
5566,Exhaust Fan,49.2807561164626,77,89,4145,308,75,0,1
5567,Exhaust Fan,69.6094090122634,139,68,5628,294,38,0,0
5568,Chemical Chamber,86.92774033711443,175,1,545,300,13,1,1
5569,Gas Sensor,79.17104567487587,139,79,4849,343,39,0,1
5570,Chemical Chamber,55.76077595380397,155,61,146,235,70,1,1
5571,Pressure Regulator,69.9659622058585,96,74,5314,318,67,1,1
5572,Valve,72.65080219784176,117,86,4028,214,85,0,1
5573,Valve,61.78757644402667,77,98,7194,68,43,0,1
5574,Exhaust Fan,59.6400779496884,187,5,1612,224,87,0,1
5575,Exhaust Fan,65.1563914176759,105,64,7990,216,33,1,1
5576,Exhaust Fan,97.68868251097707,20,96,6895,166,97,1,1
5577,Gas Sensor,63.859759370498466,96,17,1386,61,91,1,1
5578,Pressure Regulator,40.98868661632715,29,54,7700,284,34,1,1
5579,Pressure Regulator,44.30560408471149,88,66,2801,70,98,1,1
5580,Pressure Regulator,57.43212623412099,167,56,2048,353,34,1,1
5581,Pressure Regulator,41.29674190441554,81,18,1042,31,39,1,1
5582,Exhaust Fan,58.01223414028344,32,73,2801,185,64,1,1
5583,Valve,93.37815996580363,184,83,5178,127,98,0,1
5584,Exhaust Fan,52.32851143781083,29,10,5910,138,33,1,1
5585,Pressure Regulator,43.69074974708473,22,95,2390,140,48,1,1
5586,Exhaust Fan,56.886324328054805,181,83,3825,263,86,0,1
5587,Pressure Regulator,58.44076850905714,53,54,5050,88,11,1,1
5588,Chemical Chamber,45.16758896689879,177,95,1003,156,43,0,1
5589,Valve,41.42452153309319,184,36,5552,331,25,1,1
5590,Chemical Chamber,80.34376570047876,53,85,2759,276,57,1,1
5591,Gas Sensor,67.5114605294725,179,3,1231,120,33,0,1
5592,Exhaust Fan,52.75889809686963,104,12,2468,321,59,1,1
5593,Gas Sensor,42.6689299382353,77,69,7048,164,11,0,0
5594,Exhaust Fan,52.23837510867715,124,92,4669,326,48,0,1
5595,Chemical Chamber,41.6094611896894,171,57,2855,138,90,0,1
5596,Pressure Regulator,51.30776538754241,28,1,6515,231,68,0,0
5597,Pressure Regulator,91.00362010658169,60,59,3644,300,32,1,1
5598,Exhaust Fan,63.58281819729771,171,88,566,202,21,1,1
5599,Pressure Regulator,50.72975770397064,44,31,7671,90,86,1,1
5600,Chemical Chamber,70.1930339279063,55,62,4157,233,78,1,1
5601,Pressure Regulator,46.04935156386737,27,59,4950,74,24,1,1
5602,Chemical Chamber,53.91562797482871,145,25,6467,289,69,0,0
5603,Gas Sensor,32.1874283118127,133,89,4134,165,73,0,1
5604,Chemical Chamber,79.11103572549077,124,21,1235,141,11,0,0
5605,Valve,56.97405903057933,112,73,1578,358,79,0,1
5606,Valve,47.71853262831866,108,86,4483,350,73,0,1
5607,Valve,69.74236134033447,182,3,5672,88,45,0,1
5608,Exhaust Fan,44.284175244949964,57,15,440,354,96,1,1
5609,Exhaust Fan,45.1959807958388,111,62,6401,293,22,1,1
5610,Exhaust Fan,54.314280283885566,138,41,759,19,11,1,1
5611,Chemical Chamber,42.037232038287236,179,32,285,322,14,1,1
5612,Exhaust Fan,50.19826989224759,120,12,2176,30,49,1,1
5613,Gas Sensor,57.027636320368046,132,45,1531,214,89,0,0
5614,Valve,58.381879268857716,198,12,5092,252,73,1,1
5615,Chemical Chamber,40.13048228286903,47,32,846,168,48,0,0
5616,Valve,56.33505233981266,118,13,5246,143,44,1,1
5617,Exhaust Fan,68.71000980516358,155,7,5180,198,66,1,1
5618,Chemical Chamber,71.21154510809662,60,89,3934,356,50,0,1
5619,Pressure Regulator,52.537098275606574,137,85,632,364,54,1,1
5620,Gas Sensor,57.167410701061144,42,45,7156,336,43,0,0
5621,Exhaust Fan,56.28270299224874,42,0,7359,85,28,1,1
5622,Exhaust Fan,39.12456579552878,51,58,3075,354,99,0,0
5623,Gas Sensor,51.89762140481693,157,59,6415,104,51,1,1
5624,Gas Sensor,71.9434244566514,100,48,4309,118,26,0,0
5625,Pressure Regulator,72.18172188274168,182,79,1221,38,44,0,1
5626,Exhaust Fan,66.17838115826225,118,92,7522,136,85,0,1
5627,Exhaust Fan,20.081764028419304,82,60,3193,76,44,1,1
5628,Valve,48.27730974804601,55,22,6797,295,15,1,1
5629,Chemical Chamber,67.0139165102142,112,4,1244,316,61,0,0
5630,Chemical Chamber,85.68588927522654,196,84,310,109,83,1,1
5631,Valve,59.78159874571235,65,49,3873,56,52,0,0
5632,Chemical Chamber,61.43809360290793,46,35,2963,18,32,0,0
5633,Gas Sensor,58.30272398533452,178,19,7915,104,92,0,1
5634,Chemical Chamber,40.40211162345729,181,42,2533,149,52,0,1
5635,Chemical Chamber,65.27889614933515,95,7,5096,219,62,0,0
5636,Valve,37.17978529063365,120,89,7551,6,81,0,1
5637,Pressure Regulator,58.72137816237481,177,40,2023,159,82,1,1
5638,Chemical Chamber,61.335746728559364,170,24,3224,98,76,0,1
5639,Chemical Chamber,60.73947413489111,28,6,1991,327,75,1,1
5640,Pressure Regulator,40.52389261659251,148,85,740,251,43,0,1
5641,Valve,49.3646002073579,75,60,1714,61,44,1,1
5642,Pressure Regulator,70.3310400965188,186,32,1584,68,91,0,1
5643,Valve,61.09286730227926,106,68,5954,253,36,0,0
5644,Gas Sensor,49.46289062924382,37,37,3892,317,36,0,0
5645,Valve,43.93300404249699,61,11,2025,112,73,0,0
5646,Gas Sensor,72.04215375034198,130,43,1979,17,48,1,1
5647,Gas Sensor,60.51544486907506,92,52,3098,157,69,1,1
5648,Valve,43.038624657839804,84,13,1431,67,90,1,1
5649,Exhaust Fan,57.17023468614224,180,70,5552,315,82,0,1
5650,Valve,47.90838489866459,177,91,2360,3,32,0,1
5651,Chemical Chamber,64.52069512369755,152,51,7803,103,87,1,1
5652,Chemical Chamber,78.80428158350689,197,51,6433,155,20,1,1
5653,Exhaust Fan,43.78740719394062,29,45,7257,1,13,0,0
5654,Gas Sensor,62.35761288666122,79,79,4379,335,60,0,1
5655,Exhaust Fan,62.084767628117326,174,40,7481,334,47,0,1
5656,Chemical Chamber,27.83215462484482,91,1,2240,4,60,0,0
5657,Exhaust Fan,72.48924625172212,175,48,7675,203,57,1,1
5658,Valve,91.48421358463767,192,94,1743,33,89,1,1
5659,Exhaust Fan,62.07054532798408,71,99,6959,11,45,0,1
5660,Gas Sensor,80.39430008974738,81,77,5495,204,34,0,1
5661,Valve,41.181584431292436,136,27,5197,207,14,1,1
5662,Pressure Regulator,49.218536565690464,144,31,5253,185,83,0,0
5663,Chemical Chamber,61.06864851609372,79,91,6002,154,78,0,1
5664,Chemical Chamber,47.19479910167553,105,75,7062,344,91,1,1
5665,Exhaust Fan,60.571468590685505,187,76,2392,182,32,0,1
5666,Valve,75.05062057884388,162,21,3810,155,23,0,1
5667,Pressure Regulator,46.75402836363351,114,41,1895,228,61,1,1
5668,Valve,75.71279089818705,26,28,5528,102,96,1,1
5669,Chemical Chamber,31.15059418330838,58,93,1777,182,57,0,1
5670,Valve,51.46852221799625,198,78,2852,258,66,1,1
5671,Pressure Regulator,57.046017340839676,26,67,7684,265,42,1,1
5672,Exhaust Fan,46.095630515098165,159,32,1503,72,47,0,0
5673,Gas Sensor,51.67779822604192,33,45,6293,360,74,1,1
5674,Valve,80.9421724360043,53,8,338,320,15,1,1
5675,Gas Sensor,78.59897857248444,141,37,7502,241,30,0,0
5676,Chemical Chamber,70.80051392251755,186,79,418,115,36,1,1
5677,Exhaust Fan,75.61818549950284,92,25,661,65,78,1,1
5678,Exhaust Fan,50.69444369597087,83,42,5312,277,15,1,1
5679,Valve,41.6573936185448,116,52,2907,143,49,0,0
5680,Exhaust Fan,47.885987280412074,31,26,2477,217,34,0,0
5681,Valve,50.11473306544049,145,10,7687,167,78,0,0
5682,Valve,50.85727549608878,53,25,7729,16,71,1,1
5683,Gas Sensor,67.92208187440032,46,77,3513,35,88,0,1
5684,Exhaust Fan,64.84766819274307,169,56,6485,279,55,1,1
5685,Valve,57.365071020154105,37,0,4804,140,57,1,1
5686,Gas Sensor,58.28883534884477,193,10,5695,240,47,0,1
5687,Pressure Regulator,76.42383422703601,191,29,4138,308,70,0,1
5688,Gas Sensor,40.622655613493414,165,87,2759,275,90,0,1
5689,Gas Sensor,71.8450960052356,56,3,7266,354,26,0,0
5690,Valve,28.33058699692313,154,85,1607,115,57,0,1
5691,Chemical Chamber,51.51156505971611,87,71,7189,87,42,0,1
5692,Chemical Chamber,82.65880162211336,99,79,5644,139,27,0,1
5693,Chemical Chamber,64.5126283847421,105,32,5061,43,45,0,0
5694,Gas Sensor,53.00037442283154,79,32,2120,354,63,0,0
5695,Valve,73.72980535160036,67,73,7494,69,12,0,1
5696,Exhaust Fan,68.92656115130028,198,65,254,165,98,1,1
5697,Gas Sensor,68.3192225317942,119,3,641,153,29,1,1
5698,Gas Sensor,56.979612418518535,103,86,4355,152,40,1,1
5699,Valve,74.39917574583961,114,50,7478,106,30,1,1
5700,Pressure Regulator,50.341475317911005,71,26,4985,290,43,1,1
5701,Gas Sensor,49.632238939716814,96,32,7992,338,66,1,1
5702,Pressure Regulator,88.11419480457377,199,96,1704,359,46,0,1
5703,Pressure Regulator,52.50125468245772,103,83,1784,79,10,1,1
5704,Chemical Chamber,29.522331054279604,73,76,2636,111,66,1,1
5705,Valve,75.93742895320275,188,74,1379,268,64,1,1
5706,Pressure Regulator,80.41953286786482,189,82,4251,148,40,0,1
5707,Valve,56.463745454276236,169,31,2999,335,32,1,1
5708,Chemical Chamber,28.583999644399405,58,66,5961,336,84,1,1
5709,Valve,59.17173135490694,42,76,5378,317,57,0,1
5710,Gas Sensor,91.0845168214013,67,27,968,71,29,0,1
5711,Pressure Regulator,63.03838675439851,132,85,6174,241,16,1,1
5712,Valve,71.54037062321466,139,56,3113,228,11,0,0
5713,Exhaust Fan,72.40218060460373,180,18,3266,150,49,0,1
5714,Valve,74.56940219104065,146,30,3410,73,33,0,0
5715,Pressure Regulator,87.93794927812907,60,83,782,17,83,1,1
5716,Chemical Chamber,76.20181505708707,177,52,2363,97,18,0,1
5717,Chemical Chamber,58.78924496731085,66,87,1561,258,52,1,1
5718,Pressure Regulator,43.26188647426161,91,31,3929,263,60,1,1
5719,Gas Sensor,66.44571418368858,76,8,245,223,94,1,1
5720,Gas Sensor,57.09821914123461,81,50,2074,14,87,1,1
5721,Chemical Chamber,70.75179561096667,105,82,5727,260,59,0,1
5722,Chemical Chamber,47.05694535681083,76,22,1920,173,96,1,1
5723,Pressure Regulator,55.49081795137037,91,24,6367,191,85,0,0
5724,Gas Sensor,60.167395360981324,143,96,7968,266,31,1,1
5725,Chemical Chamber,45.91188381944582,172,45,7062,45,19,0,1
5726,Gas Sensor,60.597906026150355,187,43,6575,216,91,1,1
5727,Chemical Chamber,71.8028370372405,36,65,7535,300,97,0,0
5728,Valve,88.65207605846255,99,66,704,183,76,0,0
5729,Exhaust Fan,48.97035280222372,195,27,6432,146,13,0,1
5730,Valve,73.58738974225561,58,98,1706,11,39,1,1
5731,Chemical Chamber,30.329752934348566,162,77,4339,242,94,1,1
5732,Exhaust Fan,59.88690687320014,36,23,3299,182,31,1,1
5733,Exhaust Fan,61.05974112090841,54,55,1647,129,82,0,0
5734,Chemical Chamber,72.2128421167798,52,49,7073,53,50,1,1
5735,Chemical Chamber,52.204798384511996,165,2,2872,352,25,1,1
5736,Gas Sensor,63.67136703840145,177,22,2087,208,65,1,1
5737,Chemical Chamber,76.62625673191371,184,33,1485,206,78,0,1
5738,Pressure Regulator,43.09157551252314,130,8,3743,33,23,0,0
5739,Chemical Chamber,30.622179942268573,154,81,2996,83,61,1,1
5740,Pressure Regulator,76.19276913072538,93,58,1919,25,23,0,0
5741,Chemical Chamber,45.03732939185347,175,65,7075,74,56,1,1
5742,Gas Sensor,66.85426389392288,117,21,2754,132,25,1,1
5743,Pressure Regulator,89.25131751754681,37,34,2219,152,52,1,1
5744,Valve,72.54572634246964,194,30,4817,190,77,1,1
5745,Pressure Regulator,45.42993326681826,42,89,1045,340,46,1,1
5746,Gas Sensor,38.06636461438766,167,77,1405,218,23,0,1
5747,Pressure Regulator,48.32293629489396,50,47,5643,318,50,1,1
5748,Chemical Chamber,62.5924425135457,33,52,2001,225,96,0,0
5749,Chemical Chamber,56.251254223760846,42,91,6682,318,82,1,1
5750,Gas Sensor,80.4278715067401,21,74,3795,76,33,1,1
5751,Exhaust Fan,70.00691045502029,176,31,258,166,84,1,1
5752,Chemical Chamber,49.0404564233599,197,84,3894,145,28,1,1
5753,Valve,72.69101567592404,92,86,6113,10,92,1,1
5754,Gas Sensor,82.59627337680462,78,87,3422,171,21,1,1
5755,Pressure Regulator,55.273741084465364,52,11,1450,289,56,0,0
5756,Pressure Regulator,67.19372766732194,195,61,4820,37,21,0,1
5757,Valve,46.881427999626126,191,2,7784,120,12,1,1
5758,Chemical Chamber,57.87379504789079,159,5,7920,174,39,0,0
5759,Gas Sensor,46.619916444410286,102,11,7157,38,67,0,0
5760,Valve,78.5893532059257,189,52,4533,21,55,1,1
5761,Chemical Chamber,52.473363743870614,54,19,6998,161,60,1,1
5762,Gas Sensor,66.60054435747283,60,5,1754,218,24,0,0
5763,Pressure Regulator,69.52870362582618,129,83,7907,244,52,1,1
5764,Gas Sensor,106.63616335335126,160,13,5303,43,31,0,1
5765,Exhaust Fan,56.01398303938112,58,55,5975,118,18,0,0
5766,Gas Sensor,48.34282462233952,182,40,7380,94,48,0,1
5767,Exhaust Fan,58.91670243054358,135,48,3130,324,90,1,1
5768,Gas Sensor,47.24227145927154,91,64,775,198,77,1,1
5769,Exhaust Fan,52.68797496725158,180,83,468,251,66,1,1
5770,Pressure Regulator,70.91113441896981,108,85,6870,192,77,0,1
5771,Chemical Chamber,49.924682031323826,183,94,3275,320,16,0,1
5772,Exhaust Fan,68.42956361458654,160,30,1303,125,11,1,1
5773,Exhaust Fan,68.94672282021436,75,27,3460,37,63,0,0
5774,Pressure Regulator,63.74059769519918,193,11,1571,79,46,0,1
5775,Exhaust Fan,70.04263153509507,118,15,5451,104,83,0,0
5776,Valve,55.58398100276759,65,96,1448,151,91,0,1
5777,Pressure Regulator,29.95889797328114,119,34,3523,234,37,0,0
5778,Valve,60.88894743435155,132,43,3116,73,68,0,0
5779,Pressure Regulator,61.17438647260157,130,67,769,34,55,0,0
5780,Exhaust Fan,54.44765627596271,191,9,5827,363,72,1,1
5781,Valve,69.7181734757965,193,97,1354,162,44,1,1
5782,Exhaust Fan,71.46458868529348,93,2,4519,208,94,0,0
5783,Pressure Regulator,63.27235904013039,88,30,2108,260,67,0,0
5784,Exhaust Fan,61.479579088544824,50,51,7033,337,98,0,0
5785,Valve,78.28169861428644,144,94,926,204,22,1,1
5786,Valve,43.889876708023465,43,64,2411,197,80,1,1
5787,Exhaust Fan,55.02935863274698,51,4,549,230,15,1,1
5788,Gas Sensor,74.96728821614656,132,4,648,100,93,0,0
5789,Pressure Regulator,68.03662558465561,35,65,1734,94,54,1,1
5790,Pressure Regulator,56.474557446293765,127,14,5531,63,14,0,0
5791,Exhaust Fan,65.85859708219886,43,64,7456,334,47,0,0
5792,Gas Sensor,51.77687794597079,53,20,3769,194,53,1,1
5793,Valve,62.419206799694116,147,70,2212,284,34,1,1
5794,Chemical Chamber,70.32083733265902,71,10,1738,277,91,1,1
5795,Chemical Chamber,79.3780282589637,67,89,6669,207,97,0,1
5796,Exhaust Fan,69.91358882725045,106,41,4819,364,24,0,0
5797,Gas Sensor,80.4544561155631,138,65,4548,87,81,1,1
5798,Gas Sensor,38.360422418669934,57,93,7188,138,86,1,1
5799,Pressure Regulator,26.80931462457854,149,60,6823,26,48,1,1
5800,Valve,27.26310924361689,88,59,1107,290,57,1,1
5801,Gas Sensor,76.74084982920677,101,13,5356,258,61,1,1
5802,Chemical Chamber,69.0553116196977,137,4,4331,172,69,0,0
5803,Valve,49.225283661632815,72,30,3485,239,98,0,0
5804,Valve,54.22659044489852,69,47,1110,43,32,0,0
5805,Exhaust Fan,65.04716176455696,176,31,2873,308,78,0,1
5806,Gas Sensor,49.1504242625907,93,56,7764,110,61,1,1
5807,Exhaust Fan,47.742020414810675,125,33,6093,147,95,1,1
5808,Gas Sensor,50.18136113250596,69,73,2900,123,31,1,1
5809,Pressure Regulator,48.892433590198934,35,94,409,305,34,1,1
5810,Exhaust Fan,60.66286495192592,106,26,5816,239,64,1,1
5811,Exhaust Fan,84.94562468184445,113,81,7827,191,73,1,1
5812,Chemical Chamber,44.89333347980365,89,4,5657,116,74,0,0
5813,Exhaust Fan,58.901605126891994,191,16,7628,157,13,1,1
5814,Gas Sensor,66.9092356135095,119,74,255,332,61,1,1
5815,Chemical Chamber,68.03331192524928,163,68,1736,207,41,1,1
5816,Exhaust Fan,52.41184661813429,47,55,5157,53,62,0,0
5817,Exhaust Fan,69.28048820838389,173,37,4561,98,35,1,1
5818,Pressure Regulator,66.30043456653414,105,53,3252,28,88,1,1
5819,Exhaust Fan,53.23111281193785,137,47,7907,213,44,0,0
5820,Valve,39.70913832285117,30,84,7938,145,23,0,1
5821,Chemical Chamber,42.85026560508773,148,87,5456,245,43,0,1
5822,Valve,71.18783169220673,88,93,7664,248,69,1,1
5823,Chemical Chamber,81.4059610145032,190,79,3230,338,34,1,1
5824,Pressure Regulator,60.01132636616769,193,48,1360,24,63,0,1
5825,Exhaust Fan,81.02858293243315,124,40,7777,253,36,1,1
5826,Exhaust Fan,59.21429288343206,55,21,4533,344,30,1,1
5827,Exhaust Fan,42.832761076385765,85,56,4667,332,57,1,1
5828,Chemical Chamber,56.85799327714218,153,65,5634,36,44,0,0
5829,Exhaust Fan,82.37785399255276,174,18,4484,197,61,0,1
5830,Valve,50.94801589641474,144,1,4569,184,79,1,1
5831,Exhaust Fan,57.96071658567456,173,74,3480,67,35,0,1
5832,Pressure Regulator,77.78452062363488,160,32,1730,33,24,0,0
5833,Valve,76.75187713361993,95,72,1245,167,14,1,1
5834,Exhaust Fan,64.58889536413282,165,58,2494,340,99,0,1
5835,Exhaust Fan,68.01971868288248,57,88,6876,186,42,1,1
5836,Gas Sensor,75.94274597703824,25,5,135,12,34,1,1
5837,Chemical Chamber,64.62838737209462,145,10,824,245,90,0,0
5838,Valve,79.20765254513121,111,26,1576,84,61,1,1
5839,Gas Sensor,70.07909530932623,47,71,2606,337,53,0,1
5840,Pressure Regulator,57.78155093842836,108,44,3397,43,29,0,0
5841,Chemical Chamber,66.51780415241939,24,30,990,107,65,1,1
5842,Valve,54.2183741832844,130,90,2949,13,75,0,1
5843,Exhaust Fan,45.5168691571967,127,62,1500,339,17,1,1
5844,Valve,42.87837198688974,64,43,5792,90,92,1,1
5845,Exhaust Fan,56.901244532579945,131,40,5407,116,73,1,1
5846,Chemical Chamber,64.69470514332575,21,46,1126,106,38,0,0
5847,Exhaust Fan,87.01576356234243,196,68,4201,173,57,1,1
5848,Pressure Regulator,66.24119792167821,109,78,7671,345,28,1,1
5849,Exhaust Fan,62.87238483367818,134,1,5991,23,18,0,0
5850,Pressure Regulator,58.50543593423041,82,14,2760,291,81,1,1
5851,Chemical Chamber,54.63946296420707,111,94,4504,241,24,1,1
5852,Chemical Chamber,61.961371033985785,89,19,2506,96,77,1,1
5853,Valve,55.86356609670566,23,2,6058,310,72,0,0
5854,Pressure Regulator,55.1272386130535,177,38,3105,125,47,0,1
5855,Pressure Regulator,72.31162085929019,76,73,6751,234,56,0,1
5856,Gas Sensor,46.38796585436227,66,89,6708,177,22,1,1
5857,Gas Sensor,56.2511931732044,165,9,3849,70,55,1,1
5858,Gas Sensor,49.68576031261829,127,39,775,206,45,0,0
5859,Exhaust Fan,61.76406966301189,114,12,2949,233,19,1,1
5860,Gas Sensor,72.80639615734673,63,84,617,120,64,0,1
5861,Pressure Regulator,65.2498389692135,199,97,7242,293,32,1,1
5862,Exhaust Fan,56.686493090388325,196,43,4579,119,32,0,1
5863,Chemical Chamber,74.1057218271079,177,31,7205,22,77,1,1
5864,Valve,73.24060570032199,199,72,4085,249,53,1,1
5865,Gas Sensor,60.592488215016054,56,29,6733,212,14,1,1
5866,Chemical Chamber,83.89495619637654,82,0,2686,185,13,1,1
5867,Pressure Regulator,66.29083707062009,31,52,6794,327,39,0,0
5868,Valve,65.88638947199019,36,75,5708,188,61,1,1
5869,Chemical Chamber,41.959842615973834,53,43,5526,183,22,0,0
5870,Valve,34.744575480665034,175,34,5494,41,27,1,1
5871,Gas Sensor,60.951547648018014,151,87,4803,28,41,1,1
5872,Pressure Regulator,74.95881942087364,117,39,261,287,42,0,0
5873,Valve,64.92759616246285,65,44,700,21,67,1,1
5874,Chemical Chamber,74.26328815608856,33,59,5466,74,71,0,0
5875,Gas Sensor,53.79720370862284,32,62,1659,307,80,1,1
5876,Gas Sensor,61.2374374529384,68,9,764,36,23,0,0
5877,Chemical Chamber,60.25034258461885,197,46,7087,19,23,1,1
5878,Chemical Chamber,32.9776326345251,86,23,5057,262,19,1,1
5879,Valve,86.83379026768927,40,56,6486,176,68,0,0
5880,Exhaust Fan,77.96342350281418,70,17,3881,15,48,1,1
5881,Gas Sensor,73.9265053582658,57,56,6273,110,55,1,1
5882,Valve,79.27390499521397,138,71,2139,109,27,0,1
5883,Chemical Chamber,52.996110109121275,45,45,4676,124,28,1,1
5884,Valve,71.93662039819745,25,42,3890,305,46,1,1
5885,Chemical Chamber,52.96159418132032,37,76,4416,18,12,1,1
5886,Pressure Regulator,62.22000252289393,133,15,7833,84,64,1,1
5887,Chemical Chamber,33.86648422863759,153,13,6614,193,16,1,1
5888,Chemical Chamber,57.76820474142508,188,8,7345,188,80,1,1
5889,Chemical Chamber,37.046171728321724,76,72,6363,164,61,1,1
5890,Exhaust Fan,41.187919984752845,197,68,6012,210,63,1,1
5891,Chemical Chamber,59.19446731852835,44,60,1872,20,47,1,1
5892,Gas Sensor,49.38402170333876,67,10,4705,251,72,1,1
5893,Gas Sensor,65.08434771715348,43,18,6112,113,73,0,0
5894,Valve,85.12429516461407,177,63,6757,317,15,0,1
5895,Exhaust Fan,50.674325161328554,106,37,1490,357,83,1,1
5896,Valve,56.0284598979005,64,9,7347,315,61,0,0
5897,Gas Sensor,69.9676584167791,62,15,7626,150,53,1,1
5898,Gas Sensor,49.95140741492463,91,92,4386,324,45,0,1
5899,Pressure Regulator,49.269068785448624,89,68,5855,260,46,1,1
5900,Chemical Chamber,53.333326327371296,52,81,1817,83,73,0,1
5901,Gas Sensor,73.21320798693354,116,41,2057,314,57,1,1
5902,Valve,33.47677519472544,64,43,1759,58,36,0,0
5903,Valve,47.28773735978551,26,52,3188,54,74,0,0
5904,Chemical Chamber,82.96331902467291,125,34,2178,28,10,1,1
5905,Chemical Chamber,13.51261677877625,165,35,3044,361,57,1,1
5906,Pressure Regulator,58.08945210916085,89,21,5353,205,94,0,0
5907,Exhaust Fan,82.9489973715504,64,23,5442,57,46,0,0
5908,Valve,88.6497993960247,56,75,5289,64,58,0,1
5909,Chemical Chamber,71.99032676745364,168,11,1927,92,64,0,1
5910,Valve,77.57757087069679,191,34,2539,286,48,1,1
5911,Chemical Chamber,45.770806107956766,177,49,1216,342,45,1,1
5912,Gas Sensor,47.003163046842396,158,82,5292,23,75,0,1
5913,Valve,85.7124617085362,27,77,2105,18,75,1,1
5914,Gas Sensor,56.0423918991356,152,86,1261,254,77,1,1
5915,Valve,31.84402168663885,27,39,4219,81,11,0,0
5916,Exhaust Fan,66.276193716224,24,21,6690,182,74,0,0
5917,Pressure Regulator,57.13504242007154,29,46,267,351,27,0,0
5918,Gas Sensor,61.216975819347766,34,74,7013,136,50,1,1
5919,Chemical Chamber,24.28082812052565,75,65,5495,107,48,0,0
5920,Exhaust Fan,20.276889297181146,133,9,2100,134,35,0,0
5921,Valve,64.53839111163553,74,42,388,200,84,0,0
5922,Gas Sensor,55.45304160377625,150,68,1137,254,12,0,0
5923,Valve,53.1470634876047,60,93,5699,296,58,0,1
5924,Valve,65.85725409724168,157,84,2585,179,37,0,1
5925,Valve,48.31678989740211,154,96,6298,47,25,0,1
5926,Pressure Regulator,56.01838833191978,134,24,3464,223,31,1,1
5927,Pressure Regulator,53.26864992031526,82,46,4923,115,89,0,0
5928,Chemical Chamber,73.28168984087385,107,6,7628,326,86,0,0
5929,Gas Sensor,31.81688424758639,173,27,2231,196,58,0,1
5930,Exhaust Fan,50.28970388230999,53,79,4564,249,37,1,1
5931,Exhaust Fan,76.34642546137277,141,44,4073,226,25,1,1
5932,Exhaust Fan,47.44291443209925,186,66,1284,283,73,0,1
5933,Valve,61.79929395389536,119,82,5091,54,69,1,1
5934,Pressure Regulator,85.0416100315077,126,11,2453,142,75,1,1
5935,Gas Sensor,62.37586511505771,173,82,5695,233,35,0,1
5936,Valve,92.10754306500189,81,10,1582,150,51,0,1
5937,Pressure Regulator,80.99838859667663,157,2,5959,197,12,1,1
5938,Pressure Regulator,50.22503986522456,119,60,3767,56,30,0,0
5939,Gas Sensor,41.03969122702899,73,65,4905,364,41,0,0
5940,Gas Sensor,50.941231561706935,178,55,299,210,79,0,1
5941,Gas Sensor,65.70080849982753,57,25,434,316,78,0,0
5942,Valve,65.19390288910081,133,85,3513,51,33,1,1
5943,Chemical Chamber,69.96795443378632,44,80,278,128,74,0,1
5944,Gas Sensor,46.118952927900466,84,33,549,257,32,1,1
5945,Chemical Chamber,48.32560963053825,119,54,1824,12,89,0,0
5946,Valve,68.3779994846782,197,78,1279,24,17,1,1
5947,Chemical Chamber,89.86350698054422,171,75,4935,126,54,1,1
5948,Exhaust Fan,43.54571584581644,174,15,967,331,98,0,1
5949,Chemical Chamber,58.91348389491501,197,79,7439,171,20,1,1
5950,Gas Sensor,54.60280727798761,197,38,1077,105,66,1,1
5951,Valve,62.180598372579084,162,5,5615,221,21,1,1
5952,Gas Sensor,42.041519086873684,36,71,5430,57,81,0,1
5953,Exhaust Fan,61.32185654327067,48,51,3740,149,19,1,1
